Match ID,Date,Venue,Bat First,Bat Second,Innings,Over,Ball,Batter,Non Striker,Bowler,Batter Runs,Extra Runs,Runs From Ball,Extra Type,Wicket,Method,Player Out,Innings Runs,Innings Wickets,Target Score,Balls Remaining,Winner,Valid Ball
1136561,2018-04-07,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,1,1,1,RG Sharma,E Lewis,DL Chahar,0,0,0,[],0,,,0,0,166,119,Chennai Super Kings,1
1136561,2018-04-07,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,1,1,2,RG Sharma,E Lewis,DL Chahar,0,0,0,[],0,,,0,0,166,118,Chennai Super Kings,1
1136561,2018-04-07,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,1,1,3,RG Sharma,E Lewis,DL Chahar,0,0,0,[],0,,,0,0,166,117,Chennai Super Kings,1
1136561,2018-04-07,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,1,1,4,RG Sharma,E Lewis,DL Chahar,4,0,4,[],0,,,4,0,166,116,Chennai Super Kings,1
1136561,2018-04-07,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,1,1,5,RG Sharma,E Lewis,DL Chahar,1,0,1,[],0,,,5,0,166,115,Chennai Super Kings,1
1136561,2018-04-07,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,1,1,6,E Lewis,RG Sharma,DL Chahar,0,0,0,[],0,,,5,0,166,114,Chennai Super Kings,1
1136561,2018-04-07,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,1,2,1,RG Sharma,E Lewis,SR Watson,0,0,0,[],0,,,5,0,166,113,Chennai Super Kings,1
1136561,2018-04-07,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,1,2,2,RG Sharma,E Lewis,SR Watson,0,0,0,[],0,,,5,0,166,112,Chennai Super Kings,1
1136561,2018-04-07,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,1,2,3,RG Sharma,E Lewis,SR Watson,2,0,2,[],0,,,7,0,166,111,Chennai Super Kings,1
1136561,2018-04-07,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,1,2,4,RG Sharma,E Lewis,SR Watson,0,0,0,[],0,,,7,0,166,110,Chennai Super Kings,1
1136561,2018-04-07,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,1,2,5,RG Sharma,E Lewis,SR Watson,0,0,0,[],0,,,7,0,166,109,Chennai Super Kings,1
1136561,2018-04-07,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,1,2,6,RG Sharma,E Lewis,SR Watson,0,0,0,[],0,,,7,0,166,108,Chennai Super Kings,1
1136561,2018-04-07,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,1,3,1,E Lewis,RG Sharma,DL Chahar,0,0,0,[],1,lbw,E Lewis,7,1,166,107,Chennai Super Kings,1
1136561,2018-04-07,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,1,3,2,Ishan Kishan,RG Sharma,DL Chahar,2,0,2,[],0,,,9,1,166,106,Chennai Super Kings,1
1136561,2018-04-07,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,1,3,3,Ishan Kishan,RG Sharma,DL Chahar,1,0,1,[],0,,,10,1,166,105,Chennai Super Kings,1
1136561,2018-04-07,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,1,3,4,RG Sharma,Ishan Kishan,DL Chahar,0,0,0,[],0,,,10,1,166,104,Chennai Super Kings,1
1136561,2018-04-07,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,1,3,5,RG Sharma,Ishan Kishan,DL Chahar,0,0,0,[],0,,,10,1,166,103,Chennai Super Kings,1
1136561,2018-04-07,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,1,3,6,RG Sharma,Ishan Kishan,DL Chahar,2,0,2,[],0,,,12,1,166,102,Chennai Super Kings,1
1136561,2018-04-07,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,1,4,1,Ishan Kishan,RG Sharma,SR Watson,1,0,1,[],0,,,13,1,166,101,Chennai Super Kings,1
